component,period,entity_type,event_type,latest_flag,count,source_scope,identification_status
delta_publication_daily,2026-08-07,corporation_or_unincorporated_association,registration_publication,1,520,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-07,individual,deletion,0,4,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-07,individual,expiration_publication,1,623,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-07,individual,public_info_change,1,24,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-07,individual,registration_publication,1,461,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-07,unknown,deletion,0,21,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-07,unknown,registration_publication,0,8,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-10,corporation_or_unincorporated_association,cancellation_publication,1,20,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-10,corporation_or_unincorporated_association,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-10,corporation_or_unincorporated_association,expiration_publication,1,110,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-10,corporation_or_unincorporated_association,public_info_change,1,419,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-10,corporation_or_unincorporated_association,registration_publication,1,179,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-10,individual,deletion,0,5,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-10,individual,expiration_publication,1,174,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-10,individual,public_info_change,1,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-10,individual,registration_publication,1,334,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-10,unknown,deletion,0,8,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-10,unknown,expiration_publication,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-10,unknown,registration_publication,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-12,corporation_or_unincorporated_association,expiration_publication,1,17,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-12,corporation_or_unincorporated_association,public_info_change,1,16,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-12,corporation_or_unincorporated_association,registration_publication,1,145,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-12,individual,expiration_publication,1,58,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-12,individual,public_info_change,1,4,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-12,individual,registration_publication,1,287,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-12,unknown,deletion,0,10,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-12,unknown,registration_publication,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-13,corporation_or_unincorporated_association,cancellation_publication,1,20,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-13,corporation_or_unincorporated_association,expiration_publication,1,54,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-13,corporation_or_unincorporated_association,public_info_change,1,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-13,corporation_or_unincorporated_association,registration_publication,1,93,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-13,individual,deletion,0,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-13,individual,expiration_publication,1,72,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-13,individual,public_info_change,1,4,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-13,individual,registration_publication,1,205,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-13,unknown,deletion,0,5,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-13,unknown,registration_publication,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-14,corporation_or_unincorporated_association,cancellation_publication,1,5,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-14,corporation_or_unincorporated_association,deletion,0,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-14,corporation_or_unincorporated_association,expiration_publication,1,289,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-14,corporation_or_unincorporated_association,public_info_change,1,404,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-14,corporation_or_unincorporated_association,registration_publication,1,57,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-14,individual,expiration_publication,1,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-14,individual,public_info_change,1,15,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-14,individual,registration_publication,1,172,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-14,unknown,deletion,0,6,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-14,unknown,registration_publication,0,4,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-17,corporation_or_unincorporated_association,cancellation_publication,1,14,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-17,corporation_or_unincorporated_association,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-17,corporation_or_unincorporated_association,expiration_publication,1,39,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-17,corporation_or_unincorporated_association,public_info_change,1,29,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-17,corporation_or_unincorporated_association,registration_publication,1,372,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-17,individual,deletion,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-17,individual,expiration_publication,1,88,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-17,individual,public_info_change,1,5,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-17,individual,registration_publication,1,686,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-17,unknown,deletion,0,12,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-17,unknown,registration_publication,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-18,corporation_or_unincorporated_association,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-18,corporation_or_unincorporated_association,expiration_publication,1,31,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-18,corporation_or_unincorporated_association,public_info_change,1,463,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-18,corporation_or_unincorporated_association,registration_publication,1,627,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-18,individual,deletion,0,8,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-18,individual,expiration_publication,1,458,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-18,individual,public_info_change,1,19,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-18,individual,registration_publication,1,506,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-18,unknown,deletion,0,24,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-18,unknown,registration_publication,0,7,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-19,corporation_or_unincorporated_association,cancellation_publication,1,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-19,corporation_or_unincorporated_association,expiration_publication,1,449,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-19,corporation_or_unincorporated_association,public_info_change,1,552,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-19,corporation_or_unincorporated_association,registration_publication,1,243,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-19,individual,deletion,0,4,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-19,individual,expiration_publication,1,331,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-19,individual,public_info_change,1,8,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-19,individual,registration_publication,1,729,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-19,unknown,deletion,0,12,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-19,unknown,registration_publication,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-20,corporation_or_unincorporated_association,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-20,corporation_or_unincorporated_association,expiration_publication,1,158,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-20,corporation_or_unincorporated_association,public_info_change,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-20,corporation_or_unincorporated_association,public_info_change,1,134,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-20,corporation_or_unincorporated_association,registration_publication,1,417,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-20,individual,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-20,individual,expiration_publication,1,230,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-20,individual,public_info_change,1,13,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-20,individual,registration_publication,1,584,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-20,unknown,deletion,0,13,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-20,unknown,expiration_publication,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-20,unknown,registration_publication,0,4,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-21,corporation_or_unincorporated_association,cancellation_publication,1,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-21,corporation_or_unincorporated_association,expiration_publication,1,33,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-21,corporation_or_unincorporated_association,public_info_change,1,112,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-21,corporation_or_unincorporated_association,registration_publication,1,456,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-21,individual,expiration_publication,1,159,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-21,individual,public_info_change,1,10,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-21,individual,registration_publication,1,351,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-21,unknown,deletion,0,25,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-21,unknown,registration_publication,0,20,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-24,corporation_or_unincorporated_association,cancellation_publication,1,7,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-24,corporation_or_unincorporated_association,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-24,corporation_or_unincorporated_association,expiration_publication,1,145,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-24,corporation_or_unincorporated_association,public_info_change,1,122,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-24,corporation_or_unincorporated_association,registration_publication,1,396,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-24,individual,deletion,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-24,individual,expiration_publication,1,442,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-24,individual,public_info_change,1,36,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-24,individual,registration_publication,1,778,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-24,unknown,deletion,0,16,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-24,unknown,registration_publication,0,6,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-25,corporation_or_unincorporated_association,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-25,corporation_or_unincorporated_association,expiration_publication,1,133,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-25,corporation_or_unincorporated_association,public_info_change,1,334,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-25,corporation_or_unincorporated_association,registration_publication,1,471,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-25,individual,deletion,0,9,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-25,individual,expiration_publication,1,241,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-25,individual,public_info_change,1,8,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-25,individual,registration_publication,1,886,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-25,unknown,deletion,0,21,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-25,unknown,registration_publication,0,15,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-26,corporation_or_unincorporated_association,cancellation_publication,1,10,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-26,corporation_or_unincorporated_association,expiration_publication,1,120,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-26,corporation_or_unincorporated_association,public_info_change,1,273,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-26,corporation_or_unincorporated_association,registration_publication,1,542,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-26,individual,deletion,0,5,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-26,individual,expiration_publication,1,211,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-26,individual,public_info_change,1,6,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-26,individual,registration_publication,1,475,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-26,unknown,deletion,0,12,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-26,unknown,registration_publication,0,5,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-27,corporation_or_unincorporated_association,cancellation_publication,1,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-27,corporation_or_unincorporated_association,deletion,0,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-27,corporation_or_unincorporated_association,expiration_publication,1,147,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-27,corporation_or_unincorporated_association,public_info_change,1,1632,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-27,corporation_or_unincorporated_association,registration_publication,1,302,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-27,individual,deletion,0,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-27,individual,expiration_publication,1,128,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-27,individual,public_info_change,1,25,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-27,individual,registration_publication,1,606,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-27,unknown,deletion,0,14,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-27,unknown,registration_publication,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-28,corporation_or_unincorporated_association,cancellation_publication,1,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-28,corporation_or_unincorporated_association,deletion,0,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-28,corporation_or_unincorporated_association,expiration_publication,1,220,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-28,corporation_or_unincorporated_association,public_info_change,1,222,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-28,corporation_or_unincorporated_association,registration_publication,1,317,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-28,individual,deletion,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-28,individual,expiration_publication,1,712,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-28,individual,public_info_change,1,8,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-28,individual,registration_publication,1,598,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
