income_class_index,income_class_label,lower_bound_yen_exclusive,upper_bound_yen_inclusive,is_topcoded,primary_income_type,primary_income_type_ja,positive_self_assessed_balance_persons_estimated,calculated_income_tax_million_yen,tax_credits_million_yen,post_credit_income_tax_million_yen,tax_credit_persons_estimated,tax_credit_exposure_share_within_positive_balance,dividend_credit_million_yen,housing_credit_million_yen,other_credit_million_yen,special_2024_tax_reduction_million_yen,source_withholding_persons_estimated,source_withholding_exposure_share_within_positive_balance,source_withholding_tax_million_yen,salary_withholding_persons_estimated,salary_withholding_tax_million_yen,non_salary_withholding_persons_estimated,non_salary_withholding_tax_million_yen,pension_withholding_persons_estimated,pension_withholding_tax_million_yen,self_assessed_balance_million_yen,implied_reconstruction_special_income_tax_million_yen,implied_reconstruction_special_income_tax_rate_on_post_credit,self_assessed_balance_share_of_pre_withholding_tax,table1_source_cells,table4_source_cells,table5_source_cells,source_ids,source_sha256_table1,source_sha256_table4,source_sha256_table5,cell_nature,evidence_status,target_population,identification_warning
17,"5,000万円",30000000,50000000,False,real_estate,不動産所得者,8242,89727,124,89603,1211,0.14693035671,52,0,72,0,6403,0.776874545013,6657,4776,5311,3438,1346,1405,42,84828,1882,0.0210037610348,0.927233972782,D86;H86;I86;J86;K86;L86,E86;G86;I86;L86;M86;N86,D88;E88;F88;G88;H88;I88;J88;K88,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
17,"5,000万円",30000000,50000000,False,salary,給与所得者,57608,600981,3258,597723,14332,0.248784890987,1899,0,1359,0,57362,0.995729759756,492371,57354,476643,24248,15727,2715,572,117930,12578,0.0210431922479,0.193232519691,D114;H114;I114;J114;K114;L114,E114;G114;I114;L114;M114;N114,D116;E116;F116;G116;H116;I116;J116;K116,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
17,"5,000万円",30000000,50000000,False,miscellaneous,雑所得者,1508,14108,110,13998,210,0.13925729443,14,0,96,0,1174,0.778514588859,2088,877,991,569,1096,76,13,12206,296,0.0211458779826,0.85392472366,D148;H148;I148;J148;K148;L148,E148;G148;I148;L148;M148;N148,D151;E151;F151;G151;H151;I151;J151;K151,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
17,"5,000万円",30000000,50000000,False,other,他の区分に該当しない所得者,34164,205759,3630,202129,6793,0.198835031027,2659,0,971,0,22356,0.654373024236,36005,14770,13799,12635,22206,5464,228,170387,4263,0.0210904917157,0.825550408931,D176;H176;I176;J176;K176;L176,E176;G176;I176;L176;M176;N176,D179;E179;F179;G179;H179;I179;J179;K179,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
18,1億円,50000000,100000000,False,business,事業所得者,7083,161985,3219,158766,3169,0.447409289849,21,0,3198,0,6602,0.932090921926,49463,4565,3143,6282,46320,224,9,112643,3340,0.021037249789,0.694872490839,D53;H53;I53;J53;K53;L53,E53;G53;I53;L53;M53;N53,D54;E54;F54;G54;H54;I54;J54;K54,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
18,1億円,50000000,100000000,False,real_estate,不動産所得者,2904,65080,118,64962,584,0.201101928375,50,0,68,0,2398,0.825757575758,5650,1840,4511,1383,1139,482,16,60677,1365,0.0210122841046,0.914815987456,D87;H87;I87;J87;K87;L87,E87;G87;I87;L87;M87;N87,D89;E89;F89;G89;H89;I89;J89;K89,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
18,1億円,50000000,100000000,False,salary,給与所得者,23745,527527,4004,523523,7970,0.335649610444,2193,0,1811,0,23554,0.991956201306,432576,23550,417409,11614,15167,1279,601,101979,11032,0.0210726176309,0.190773634144,D115;H115;I115;J115;K115;L115,E115;G115;I115;L115;M115;N115,D117;E117;F117;G117;H117;I117;J117;K117,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
18,1億円,50000000,100000000,False,miscellaneous,雑所得者,906,16444,163,16281,156,0.172185430464,5,0,158,0,696,0.76821192053,2399,345,744,351,1655,49,15,14227,345,0.0211903445734,0.855707927343,D149;H149;I149;J149;K149;L149,E149;G149;I149;L149;M149;N149,D152;E152;F152;G152;H152;I152;J152;K152,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
18,1億円,50000000,100000000,False,other,他の区分に該当しない所得者,26729,308382,5383,302999,6141,0.229750458304,3727,0,1657,0,17970,0.672303490591,57716,12409,24224,10698,33492,3992,169,251676,6393,0.0210990795349,0.81345348296,D177;H177;I177;J177;K177;L177,E177;G177;I177;L177;M177;N177,D180;E180;F180;G180;H180;I180;J180;K180,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
19,2億円,100000000,200000000,False,business,事業所得者,1550,78977,1845,77132,749,0.483225806452,9,0,1837,0,1479,0.954193548387,24785,967,1536,1449,23249,38,1,53981,1634,0.0211844629985,0.685333773456,D54;H54;I54;J54;K54;L54,E54;G54;I54;L54;M54;N54,D55;E55;F55;G55;H55;I55;J55;K55,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
19,2億円,100000000,200000000,False,real_estate,不動産所得者,545,26499,79,26420,165,0.302752293578,34,0,45,0,472,0.866055045872,2636,398,2428,309,208,63,2,24340,556,0.021044663134,0.902283511269,D88;H88;I88;J88;K88;L88,E88;G88;I88;L88;M88;N88,D90;E90;F90;G90;H90;I90;J90;K90,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
19,2億円,100000000,200000000,False,salary,給与所得者,5677,282708,2743,279965,2459,0.433151312313,1239,0,1504,0,5599,0.986260348776,227934,3328,130905,3039,97029,319,31,57942,5911,0.0211133534549,0.202682281828,D116;H116;I116;J116;K116;L116,E116;G116;I116;L116;M116;N116,D118;E118;F118;G118;H118;I118;J118;K118,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
19,2億円,100000000,200000000,False,miscellaneous,雑所得者,316,11767,105,11662,60,0.189873417722,5,0,99,0,220,0.696202531646,1310,108,255,112,1055,9,1,10600,248,0.0212656491168,0.890008396306,D150;H150;I150;J150;K150;L150,E150;G150;I150;L150;M150;N150,D153;E153;F153;G153;H153;I153;J153;K153,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
19,2億円,100000000,200000000,False,other,他の区分に該当しない所得者,12425,303123,6001,297122,3494,0.281207243461,4097,0,1904,0,9079,0.730704225352,63763,6549,26848,5677,36915,1680,83,239634,6275,0.0211192708719,0.789836418949,D178;H178;I178;J178;K178;L178,E178;G178;I178;L178;M178;N178,D181;E181;F181;G181;H181;I181;J181;K181,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
20,5億円,200000000,500000000,False,business,事業所得者,396,46804,2757,44047,195,0.492424242424,11,0,2746,0,369,0.931818181818,15811,49,250,348,15561,11,24,29208,972,0.0220673371626,0.648792731958,D55;H55;I55;J55;K55;L55,E55;G55;I55;L55;M55;N55,D56;E56;F56;G56;H56;I56;J56;K56,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
20,5億円,200000000,500000000,False,real_estate,不動産所得者,89,9547,45,9502,43,0.483146067416,29,0,17,0,82,0.921348314607,1331,24,82,58,1250,7,0,8370,199,0.020942959377,0.862797649727,D89;H89;I89;J89;K89;L89,E89;G89;I89;L89;M89;N89,D91;E91;F91;G91;H91;I91;J91;K91,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
20,5億円,200000000,500000000,False,salary,給与所得者,1527,173111,2616,170495,755,0.494433529797,759,0,1858,0,1492,0.977079240341,135929,648,40482,1023,95447,86,57,38182,3616,0.0212088331036,0.21929688532,D117;H117;I117;J117;K117;L117,E117;G117;I117;L117;M117;N117,D119;E119;F119;G119;H119;I119;J119;K119,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
20,5億円,200000000,500000000,False,miscellaneous,雑所得者,159,14246,40,14206,42,0.264150943396,7,0,33,0,114,0.716981132075,1349,49,49,65,1300,10,0,13156,299,0.0210474447417,0.906997587039,D151;H151;I151;J151;K151;L151,E151;G151;I151;L151;M151;N151,D154;E154;F154;G154;H154;I154;J154;K154,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
20,5億円,200000000,500000000,False,other,他の区分に該当しない所得者,6081,330040,6938,323102,2035,0.33464890643,4509,0,2429,0,4848,0.797237296497,68971,3838,31659,3054,37312,709,26,260962,6831,0.0211419304121,0.790954527131,D179;H179;I179;J179;K179;L179,E179;G179;I179;L179;M179;N179,D182;E182;F182;G182;H182;I182;J182;K182,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
21,10億円,500000000,1000000000,False,business,事業所得者,62,17842,2581,15261,28,0.451612903226,0,0,2581,0,59,0.951612903226,5471,21,313,59,5159,1,0,10162,372,0.0243758600354,0.650035181987,D56;H56;I56;J56;K56;L56,E56;G56;I56;L56;M56;N56,D57;E57;F57;G57;H57;I57;J57;K57,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
21,10億円,500000000,1000000000,False,real_estate,不動産所得者,5,1701,3,1698,2,0.4,3,0,0,0,4,0.8,357,4,312,4,45,0,0,1377,36,0.0212014134276,0.794117647059,D90;H90;I90;J90;K90;L90,E90;G90;I90;L90;M90;N90,D92;E92;F92;G92;H92;I92;J92;K92,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
21,10億円,500000000,1000000000,False,salary,給与所得者,232,59955,755,59200,127,0.547413793103,278,0,477,0,230,0.991379310345,46796,228,44923,135,1873,15,2,13656,1252,0.0211486486486,0.225898233309,D118;H118;I118;J118;K118;L118,E118;G118;I118;L118;M118;N118,D120;E120;F120;G120;H120;I120;J120;K120,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
21,10億円,500000000,1000000000,False,miscellaneous,雑所得者,39,8583,19,8564,12,0.307692307692,15,0,3,0,29,0.74358974359,939,10,1,19,938,6,0,7805,180,0.021018215787,0.892612076853,D152;H152;I152;J152;K152;L152,E152;G152;I152;L152;M152;N152,D155;E155;F155;G155;H155;I155;J155;K155,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
